 Barret	Speaker	BarretThe planet's dyin', Cloud!	Cloud	Referent
 Tseng	Speaker	TsengThe Ancients will lead us to a land of supreme happiness.Aerith will be able to bring happiness to all those in the slums.That is why the Shinra would like Aerith's cooperation......	Aerith	Referent
 Tseng	Speaker	TsengBut Aerith, surely you hear voices sometimes when you're all alone?	Aerith	Referent
 Reno	Speaker	Reno...Elena, you talk too much.	Elena	Referent
 Reno	Speaker	RenoDrink, Rude! How long have we been a team...?There have been hard times being a Turk, but all in all, I'm glad I did it.I even got to meet a bunch of wing nuts like you.	Rude	Referent
 Reno	Speaker	RenoElena. Don't misunderstand.A pro isn't someone who sacrifices himself for his job. That's just a fool.	Elena	Referent
 Reno	Speaker	RenoLet's go, Rude. We'll give them a taste of what the Turks can do.	Rude	Referent
 Reno	Speaker	RenoYou're finally here. We're gonna split into two.You do whatever you want. But don't endanger Elena.Don't worry. We won't do anything to that girl, Yuffie.For now...	Elena	Referent
 Reno	Speaker	RenoYou're finally here. We're gonna split into two.You do whatever you want. But don't endanger Elena.Don't worry. We won't do anything to that girl, Yuffie.For now...	Yuffie	Referent
 Reno	Speaker	RenoGood timing, Rude.	Rude	Referent
 Reno	Speaker	RenoElena, don't act so weak.You're a Turks!	Elena	Referent
 Reno	Speaker	RenoYes... this is Reno.Yes... Yes... I'll get on it right away.	Reno	Referent
 Reno	Speaker	RenoYeah, they want us to find Cloud...	Cloud	Referent
 Reno	Speaker	RenoI can't have you do that. No one gets in the way of Reno and the Turks...	Reno	Referent
 Reno	Speaker	RenoHey, Rude. Who do you like?	Rude	Referent
 Reno	Speaker	RenoHmmmm...That's a tough one.But, poor Elena. She...... you......	Elena	Referent
 Reno	Speaker	RenoI never knew that! But Tseng likes that Ancient...	Tseng	Referent
 Reno	Speaker	RenoHmm... Then it's time...Rude... Don't go easy on them even though they're girls.	Rude	Referent
 Reno	Speaker	RenoWe just seem to keep running into each other lately!There were weapons and Materia developed solely to destroy Sephiroth.	Sephiroth	Referent
 Reno	Speaker	RenoI can't give you what's here. We'll take out Sephiroth.I guess this is our last meeting.	Sephiroth	Referent
 Reno	Speaker	Reno...Elena, don't act so weak.	Elena	Referent
 Reno	Speaker	RenoWait, Elena.	Elena	Referent
 Reno	Speaker	RenoElena, you were a great Turk!	Elena	Referent
 Elena	Speaker	ElenaTseng, what's this? Can we find the Promised Land with this?	Tseng	Referent
 Elena	Speaker	ElenaBe careful, Tseng.	Tseng	Referent
 Elena	Speaker	ElenaReno, do you think that was really such a good idea!?I mean is that the way a professional, a Turk would act!?	Reno	Referent
 Elena	Speaker	ElenaRude...?	Rude	Referent
 Elena	Speaker	ElenaSir!It's all right, Rude! I know you don't like speeches, so don't force it!	Rude	Referent
 Elena	Speaker	ElenaI'm the newest member of the Turks, Elena. Thanks to what you did to Reno, we're short of people....Although, because of that, I got promoted to the Turks, ...In any case, our job is to find out where Sephiroth is headed.And to try and stop you every step of the way.Wait a minute, it's the other way around... You're the ones that are getting in our way.	Elena	Referent
 Elena	Speaker	ElenaI'm the newest member of the Turks, Elena. Thanks to what you did to Reno, we're short of people....Although, because of that, I got promoted to the Turks, ...In any case, our job is to find out where Sephiroth is headed.And to try and stop you every step of the way.Wait a minute, it's the other way around... You're the ones that are getting in our way.	Reno	Referent
 Elena	Speaker	ElenaI'm the newest member of the Turks, Elena. Thanks to what you did to Reno, we're short of people....Although, because of that, I got promoted to the Turks, ...In any case, our job is to find out where Sephiroth is headed.And to try and stop you every step of the way.Wait a minute, it's the other way around... You're the ones that are getting in our way.	Sephiroth	Referent
 Elena	Speaker	ElenaMr. Tseng!?	Tseng	Referent
 Elena	Speaker	ElenaSorry... Tseng.	Tseng	Referent
 Elena	Speaker	ElenaOh! Right!Very well, Rude and I will go after Sephiroth, who's heading for Junon Harbor!	Rude	Referent
 Elena	Speaker	ElenaOh! Right!Very well, Rude and I will go after Sephiroth, who's heading for Junon Harbor!	Sephiroth	Referent
 Elena	Speaker	ElenaIt's so stupid!They always talk about who they like or don't like. But Tseng is different.Ah! Oh no!	Tseng	Referent
 Elena	Speaker	ElenaThen, we're counting on you. I'll report to Tseng!	Tseng	Referent
 Elena	Speaker	ElenaCloud... huff... wheeze.I won't let you go any further!	Cloud	Referent
 Elena	Speaker	ElenaReno! You're not violating the order... are you!?	Reno	Referent
 Elena	Speaker	ElenaRude...	Rude	Referent
 Innkeeper	Speaker	InnkeeperMr...... Cloud? Your party is waiting for you on the 2nd floor.	Cloud	Referent
 Nanaki	Speaker	NanakiCloud! What's wrong!	Cloud	Referent
 Nanaki	Speaker	NanakiThat'll be safer. If no one can else take it......Then Sephiroth can't either, right?	Sephiroth	Referent
 Nanaki	Speaker	NanakiCloud!!	Cloud	Referent
 Nanaki	Speaker	NanakiAerith, are you all right!?	Aerith	Referent
 Nanaki	Speaker	NanakiCloud, this is my grandfather, Bugen.He is incredible. He knows everything.	Cloud	Referent
 Nanaki	Speaker	NanakiI am Nanaki of Cosmo Canyon! The son of the warrior, Seto!I'll come back a warrior true to that noble name! So please, Grandpa...	Nanaki	Referent
 Nanaki	Speaker	NanakiSo you were, Yuffie...!!	Yuffie	Referent
 Nanaki	Speaker	NanakiHey... where's Yuffie...?	Yuffie	Referent
 Nanaki	Speaker	NanakiWait!That road leads to the Northern Mountains. We have to go the other way to find Aerith.	Aerith	Referent
 Nanaki	Speaker	NanakiWhat! Sephiroth's here too!?	Sephiroth	Referent
 Nanaki	Speaker	Nanaki...All right, Cloud.	Cloud	Referent
 Nanaki	Speaker	NanakiSephiroth... Which way did he go?	Sephiroth	Referent
 Nanaki	Speaker	NanakiNanaki, otherwise known as Red XIII.	Nanaki	Referent
 Nanaki	Speaker	NanakiNanaki, otherwise known as Red XIII.	Red XIII	Referent
 Nanaki	Speaker	NanakiCloud... Did you lie to us?	Cloud	Referent
 Nanaki	Speaker	NanakiCloud...I'm number 13. Am I going to go mad too?	Cloud	Referent
 Nanaki	Speaker	NanakiI'm so excited, my tail's starting to tingle. Let's go, Cloud!	Cloud	Referent
 Nanaki	Speaker	NanakiYou mean, Cloud...?	Cloud	Referent
 Nanaki	Speaker	NanakiYes, it's you Cloud......	Cloud	Referent
 Nanaki	Speaker	NanakiCid......	Cid	Referent
 Nanaki	Speaker	NanakiDo you think we aren't strong enough without Cloud?Do you think we can't save the Planet alone?	Cloud	Referent
 Nanaki	Speaker	NanakiAnd Tifa...... the reason why we all thought it was Cloud was because......	Tifa	Referent
 Nanaki	Speaker	NanakiAnd Tifa...... the reason why we all thought it was Cloud was because......	Cloud	Referent
 Nanaki	Speaker	NanakiCheer up, Tifa......	Tifa	Referent
 Nanaki	Speaker	Nanaki......MaybeCloud is still stuck deep in the North Crater, where the ground cracked and swallowed him up......Buried in the depths of the underground......	Cloud	Referent
 Nanaki	Speaker	NanakiThe Lifestream sometimes gushes out the the surface from cracks in the ocean floor.I've heard that such a place exists.Maybe, just maybe Cloud's......	Cloud	Referent
 Nanaki	Speaker	NanakiThere appears to be a small island near the Lifestream......They said the Lifestream sometimes suddenly gushes out at the south island.I remember hearing about this from Seto when I was a child, but I don't remember much else......I'm sorry...... Tifa.	Tifa	Referent
 Nanaki	Speaker	NanakiIt moved!Cloud!! Try it!	Cloud	Referent
 Nanaki	Speaker	NanakiBut, you know, Cid.	Cid	Referent
 Nanaki	Speaker	NanakiNo, Yuffie's missing.	Yuffie	Referent
 Nanaki	Speaker	NanakiTell me doctor, is Cloud all right? I mean will he heal?	Cloud	Referent
 Nanaki	Speaker	NanakiHmm, I know he'll recover! Cloud was a strong member of SOLDIER.	Cloud	Referent
 Nanaki	Speaker	NanakiAre you all right, Tifa?	Tifa	Referent
 Nanaki	Speaker	NanakiDo your best, Tifa. Take care of Cloud.	Tifa	Referent
 Nanaki	Speaker	NanakiDo your best, Tifa. Take care of Cloud.	Cloud	Referent
 Nanaki	Speaker	NanakiCid.Let's visit Cloud and Tifa from time to time.	Cid	Referent
 Nanaki	Speaker	NanakiCid.Let's visit Cloud and Tifa from time to time.	Cloud	Referent
 Nanaki	Speaker	NanakiCid.Let's visit Cloud and Tifa from time to time.	Tifa	Referent
 Nanaki	Speaker	NanakiBut what about Tifa and Cloud!?	Tifa	Referent
 Nanaki	Speaker	NanakiBut what about Tifa and Cloud!?	Cloud	Referent
 Nanaki	Speaker	NanakiDon't say anything, Cloud. All you've been doing is apologizing.	Cloud	Referent
 Nanaki	Speaker	NanakiWill we save the world if we beat Sephiroth?I'm frightened, but I'll do my best. Let's hurry to the Northern Cave!	Sephiroth	Referent
 Nanaki	Speaker	NanakiIt sure helped having Cid here. I had no idea he could drive a train...	Cid	Referent
 Nanaki	Speaker	NanakiWe'll do our best for Cloud and you.......And Aerith, too.	Cloud	Referent
 Nanaki	Speaker	NanakiWe'll do our best for Cloud and you.......And Aerith, too.	Aerith	Referent
 Nanaki	Speaker	NanakiIs it impossible for us to carry on... what Aerith tried to accomplish?	Aerith	Referent
 Nanaki	Speaker	NanakiAerith used to pat me on the nose sometimes.I used to hate being treated like a child like that, but I also liked the attention.I wanted to apologize to her for what I did when we first met.	Aerith	Referent
 Nanaki	Speaker	NanakiWhat's happening, Cloud? That wasn't Sephiroth!	Cloud	Referent
 Nanaki	Speaker	NanakiWhat's happening, Cloud? That wasn't Sephiroth!	Sephiroth	Referent
 Nanaki	Speaker	NanakiCloud, be careful!	Cloud	Referent
 Nanaki	Speaker	NanakiCloud's not here... I wonder who...... this is...?	Cloud	Referent
 Nanaki	Speaker	NanakiThis is terrible... Did Sephiroth do this?	Sephiroth	Referent
 Nanaki	Speaker	NanakiI wonder how Cloud and the others are...It's hard to believe... such a small piece of materia is able to destroy the Planet...	Cloud	Referent
 Nanaki	Speaker	NanakiTifa!!Something is strange... Why was it dark all of a sudden and where is everybody?	Tifa	Referent
 Nanaki	Speaker	NanakiI'm here! I'm here to help you, Cloud!	Cloud	Referent
 Nanaki	Speaker	NanakiAre you all right, Cloud?	Cloud	Referent
 Nanaki	Speaker	NanakiCloud, NO! Stop! Please!	Cloud	Referent
 Nanaki	Speaker	NanakiYeah... maybe...Thanks, Cloud......	Cloud	Referent
 Nanaki	Speaker	NanakiI am Nanaki, son of Seto... I am afraid of nothing...It's all right, all right. I'm Nanaki, the son of brave Seto... I'm not afraid of Sephiroth...	Nanaki	Referent
 Nanaki	Speaker	NanakiI am Nanaki, son of Seto... I am afraid of nothing...It's all right, all right. I'm Nanaki, the son of brave Seto... I'm not afraid of Sephiroth...	Sephiroth	Referent
 Nanaki	Speaker	NanakiDon't leave us, Cloud.	Cloud	Referent
 Nanaki	Speaker	NanakiCloud, I found this...	Cloud	Referent
 Nanaki	Speaker	NanakiBy the way Yuffie, didn't you find something on the way?	Yuffie	Referent
 Cait Sith	Speaker	Cait Sith...I saw it. Tseng was in bad shape.	Tseng	Referent
 Cait Sith	Speaker	Cait SithCloud! What's wrong with you!?	Cloud	Referent
 Cait Sith	Speaker	Cait SithSo that means you don't trust me?But Cloud. There's really nothing else you can do.Everyone, please trust me.	Cloud	Referent
 Cait Sith	Speaker	Cait SithYou sure are stubborn, Cloud.Please believe me, Cloud.	Cloud	Referent
 Cait Sith	Speaker	Cait SithHi, Cloud. This is Cait Sith.I overheard the whole story!Don't forget about me.Everything you said makes perfect sense!You can use my stuffed body for the future of the Planet.	Cloud	Referent
 Cait Sith	Speaker	Cait SithHi, Cloud. This is Cait Sith.I overheard the whole story!Don't forget about me.Everything you said makes perfect sense!You can use my stuffed body for the future of the Planet.	Cait Sith	Referent
 Cait Sith	Speaker	Cait SithBut Cloud. There's really nothing else you can do.Everyone, please trust me.	Cloud	Referent
 Cait Sith	Speaker	Cait SithYou sure are stubborn, Cloud.Please believe me, Cloud.	Cloud	Referent
 Cait Sith	Speaker	Cait SithIs that so? Then I'll tell you.Looks good. You are perfect for each other!Aerith's star and Cloud's star! They show a great future!Cloud, I'll be your matchmaker, preacher... I'll do whatever you want me to!You just call me when it all happens!Thank you for believing in me, knowing that I was a spy.This is the final, final farewell!	Aerith	Referent
 Cait Sith	Speaker	Cait SithIs that so? Then I'll tell you.Looks good. You are perfect for each other!Aerith's star and Cloud's star! They show a great future!Cloud, I'll be your matchmaker, preacher... I'll do whatever you want me to!You just call me when it all happens!Thank you for believing in me, knowing that I was a spy.This is the final, final farewell!	Cloud	Referent
 Cait Sith	Speaker	Cait SithOops! This looks like I came at a bad time!I'm Cait Sith No. 2. Right pleased to meet you all!	Cait Sith	Referent
 Cait Sith	Speaker	Cait SithCloud!! What are you doin'!!	Cloud	Referent
 Cait Sith	Speaker	Cait SithNot bad, Yuffie, not bad at all.	Yuffie	Referent
 Cait Sith	Speaker	Cait SithNow... where's Yuffie...?	Yuffie	Referent
 Cait Sith	Speaker	Cait SithOk Cloud, knock 'em dead!	Cloud	Referent
 Cait Sith	Speaker	Cait SithHey you!! What're you lookin' so down for!?How 'bout it? Want me to read your fortune!? A bright future! A happy future!Oh, but don't hold it against me if it's not a great prediction!Oh, so sorry! I'm a fortune telling machine. The name's...Cait Sith.	Cait Sith	Referent
 Cait Sith	Speaker	Cait SithSephiroth, right!?Okay, here goes!!	Sephiroth	Referent
 Cait Sith	Speaker	Cait SithCloud...	Cloud	Referent
 Cait Sith	Speaker	Cait SithWa------it!Cloud, uh that's the road to the Northern Mountains.Aerith is waiting, let's go find her.	Cloud	Referent
 Cait Sith	Speaker	Cait SithWa------it!Cloud, uh that's the road to the Northern Mountains.Aerith is waiting, let's go find her.	Aerith	Referent
 Cait Sith	Speaker	Cait SithCloud, why don't we catch 40?	Cloud	Referent
 Cait Sith	Speaker	Cait SithAre you serious, Cloud!?	Cloud	Referent
 Cait Sith	Speaker	Cait SithIf that's true, then we're in for it! We have to find Aerith fast!	Aerith	Referent
 Cait Sith	Speaker	Cait SithI wonder which way Sephiroth went?	Sephiroth	Referent
 Cait Sith	Speaker	Cait SithCloud! Are you all right?	Cloud	Referent
 Cait Sith	Speaker	Cait SithCloud! If we steal it, we'll get in deep trouble!	Cloud	Referent
 Cait Sith	Speaker	Cait SithFortune telling machine Cait Sith, here.	Cait Sith	Referent
 Cait Sith	Speaker	Cait SithCloud, maybe you were just dreaming...?	Cloud	Referent
 Cait Sith	Speaker	Cait SithThe whole town was destroyed by Sephiroth. At least that's what I heard...	Sephiroth	Referent
 Cait Sith	Speaker	Cait SithCloud, did you make up your story just to get our support?	Cloud	Referent
 Cait Sith	Speaker	Cait SithYou don't think there's a spy, do you Cloud?I hate this. Now everyone's gonna blame me because I'm new.	Cloud	Referent
 Cait Sith	Speaker	Cait SithWe don't usually get the chance to be together like this, huh?Cloud, how 'bout it? Can you tell us what's happened so far?I don't really know what's goin' on because I wasn't here in the beginning.	Cloud	Referent
 Cait Sith	Speaker	Cait SithWhat took you so long, Cloud?Oh yeah, about the Temple of the Ancients. I think if we take the Tiny Bronco East towards the sea, we should be able to find it.Well then, shall we get goin'? Who's gonna go?	Cloud	Referent
 Cait Sith	Speaker	Cait SithI know, I know, Cloud. But let's listen for a bit.	Cloud	Referent
 Cait Sith	Speaker	Cait SithYou must mean Mr. Cloud......	Cloud	Referent
 Cait Sith	Speaker	Cait SithCloud......	Cloud	Referent
 Cait Sith	Speaker	Cait SithLet's just say I'm against capital punishment. Besides... I hate this broad. Come on, we gotta help Tifa.I'll keep watch at the entrance.	Tifa	Referent
 Cait Sith	Speaker	Cait SithTifa, I'll give you information Shinra.Ask me if there's anything you don't understand.	Tifa	Referent
